UserId,StallId,Rating
944,3209,5
951,18629,3.9
953,20827,1.3
954,17179,1.9
957,18633,4
958,4181,2.5
963,14116,2.5
971,7377,3.4
973,4909,1.9
975,7446,5
980,18556,3.7
981,18311,3.8
983,4470,2.7
984,19410,4.2
987,18617,1.7
989,7154,4.3
993,20582,3.6
994,2815,4.1
998,10323,4.9
1004,3024,4.5
1011,20654,2.7
1017,6645,2.8
1020,17632,3.8
1023,19221,5
1026,12106,3.9
1027,2347,2
1028,9586,4.9
1031,10784,3.8
1034,18594,3.5
1039,16710,3
1046,9215,5
1048,12024,5
1052,9219,2
1054,10877,2
1055,10568,2.6
1059,6432,4.1
1060,15352,5
1064,6847,2.2
1065,17571,3.3
1066,9659,2.1
1067,6293,1.9
1068,18453,3.3
1069,9247,5
1070,16464,3.4
1071,18268,4.7
1072,9351,5
1073,13405,3.2
1075,7108,3.4
1079,9583,2.5
1080,4249,3.8
1081,6366,4.8
1082,9003,5
1084,18223,1.9
1085,2279,2.4
1087,1642,4.1
1089,13634,3
1098,8041,2.5
1103,19034,3.1
1106,20251,1.4
1112,2595,4.2
1113,19105,3.5
1115,10030,4.3
1116,20486,1.2
1120,8806,5
1124,16413,4.7
1128,18442,3.4
1131,12677,2.4
1133,20335,5
1134,14822,2.7
1135,10471,1.4
1138,12295,5
1140,12638,4.2
1142,13277,2
1155,13675,5
1156,6565,3.2
1157,8299,1.7
1158,7871,3.6
1159,3772,3.5
1160,7385,3.1
1162,12777,3.1
1167,896,3.2
1170,8011,5
1171,3482,1.9
1172,14926,0
1173,1538,5
1174,14766,3.8
1175,14610,3.5
1177,1813,4.8
1179,12706,3.9
1181,10459,4.3
1185,16202,1.7
1187,19038,0.3
1188,4721,3.6
1189,7079,5
1193,9137,3.8
1194,19672,2.2
1198,19323,1.2
1200,20317,1.5
1201,16721,2.3
1203,18449,2.2
1209,18943,3
1215,15340,4.8
1217,434,1.7
1222,8914,1.2
1223,20511,0.6
1224,13801,3.1
1225,2186,4.7
1230,1100,4.3
1231,15669,1.3
1233,18453,4.6
1235,255,0.4
1242,20104,1.8
1243,16196,3.2
1244,5823,5
1245,5581,4.2
1247,4144,4.3
1248,20424,5
1251,7026,3
1253,111,3.8
1254,12944,4.4
1257,7643,0.9
1259,13655,2.1
1261,6939,3.6
1264,601,2.8
1268,13482,0.8
1270,9506,1.7
1273,7438,4.4
1274,15862,4.1
1277,10041,3.1
1282,6399,3.3
1287,18957,5
1293,7390,3.4
1298,11752,4.6
1299,5741,5
1300,9664,3.7
1304,14092,5
1306,15760,3.2
1307,11526,2.6
1308,18404,4
1314,2777,4.3
1317,18366,4.5
1318,17371,3.4
1320,1449,2.5
1322,998,5
1323,18091,2.4
1324,15547,5
1327,8734,5
1328,14660,2.7
1332,19056,1.2
1337,8946,2.8
1338,18933,2.4
1343,10983,3.5
1349,1864,2.7
1351,20559,2.9
1353,1061,4.6
1358,7451,2
1359,11861,5
1360,13032,4.2
1361,8152,4.4
1362,19088,2.1
1363,3927,5
1369,4482,3.6
1374,1341,4.3
1375,12188,2.4
1378,3432,3.2
1381,5479,1.8
1384,16999,3.3
1387,18499,0.9
1388,1703,2.8
1389,8892,2.9
1395,8432,0.2
1396,2958,2.2
1399,8240,4.5
1401,6576,4.1
1406,1334,3.4
1409,8386,1.5
1411,20740,5
1414,5329,2.1
1423,8602,2.8
1425,16394,4.3
1427,4289,5
1428,1357,0
1430,15014,1.8
1432,16961,1.3
1434,2517,3.5
1436,3466,2.6
1439,15068,3.7
1441,15223,3.8
1442,18983,2.9
1443,3269,4
1446,10619,3.2
1448,5429,3.2
1453,1604,2.8
1455,14494,4.4
1458,6220,2.8
1459,2604,1.8
1460,17962,0.9
1461,11185,3.4
1467,5341,5
1468,18237,4.1
1471,15559,4.9
1472,14160,2.9
1474,6817,3.6
1475,13199,4
1478,8805,1.6
1479,12630,2.7
1482,2676,0.5
1484,12513,5
1485,10991,3.2
1486,2007,3
1488,10186,5
1490,18777,3.2
1496,2362,3.5
1501,5381,2.1
1504,16500,2.3
1505,16488,0.5
1509,3002,5
1518,18058,2.3
1521,20229,4.1
1523,17921,3
1526,16566,4.4
1527,9163,2.5
1529,18639,2.5
1535,6088,3.3
1536,15554,3.1
1537,5691,3.4
1538,1944,3.7
1539,12630,3.3
1540,9562,5
1541,18020,2.9
1543,5871,5
1544,20603,1.9
1545,12429,2.8
1547,5628,2
1548,18585,3.2
1549,14704,3.9
1551,4222,0
1552,10832,4.7
1554,15779,2.5
1557,7891,2.1
1559,1099,1.5
1566,18933,2.4
1569,18498,4.5
1571,18138,2.9
1572,5228,5
1575,12614,4.6
1576,15583,4.6
1577,16360,1.6
1578,3839,1.9
1581,6636,4.1
1582,19542,4.8
1587,17062,4
1591,14024,3.1
1593,12302,3.3
1595,8278,5
1597,15096,1
1598,4509,4.5
1602,9453,2.6
1603,13459,1.8
1604,7011,1.1
1605,10061,4.1
1606,10456,3.6
1607,12911,2.6
1613,14781,4.7
1615,14257,4.5
1616,15869,4.5
1619,1285,5
1620,3356,0.5
1628,19031,5
1636,3992,2.6
1639,5992,5
1640,11492,4.5
1641,8211,4.1
1647,10297,4.3
1652,15725,3.1
1653,9516,4
1655,2841,4.2
1657,11907,3.3
1661,15037,3
1663,2025,4.8
1665,19904,3.4
1669,7017,4.3
1672,15170,4
1682,13575,2.5
1684,16122,3
1685,1844,4.6
1686,14850,2.6
1687,5853,2.7
1690,7548,4.4
1691,2554,2.6
1693,19316,4.9
1694,17131,3.6
1696,11323,4.7
1697,7888,4.6
1701,6606,3.6
1702,11812,2.8
1706,11914,4.3
1708,16963,3.4
1715,17874,3.8
1717,1967,2.8
1718,19170,3.8
1720,7297,4.4
1721,17909,1.5
1722,1623,5
1723,11938,2.6
1726,16316,4.3
1731,10767,0
1732,12419,3.3
1733,6077,3
1737,1803,1.5
1743,16672,3.8
1744,13082,3.8
1748,3280,2.3
1765,11817,3
1770,17501,5
1777,16121,2.8
1778,11520,2.5
1780,2091,4
1791,11190,4.3
1797,6563,4
1800,15005,0.7
1802,18404,4.7
1803,410,3.2
1806,14219,0.7
1810,2401,4.2
1820,11510,3.3
1821,11168,3.5
1823,9618,4.1
1828,11980,5
1836,14190,4
1846,19195,4.6
1850,15406,2.7
1853,13161,2
1858,13157,2.4
1863,16712,0.6
1864,7432,5
1865,19259,2
1868,5922,5
1869,5125,4.4
1870,13098,4.5
1871,15705,5
1875,6053,3
1879,18600,1.7
1880,2980,2.6
1885,9764,2.8
1889,15537,0
1894,2836,4.4
1900,8865,5
1902,17921,3.5
1903,11261,3
1908,19090,4.6
1909,19600,2.5
1910,14309,2.7
1912,856,0.1
1913,15375,3.7
1915,13493,0.9
1917,19181,2
1918,1736,2.6
1919,6951,5
1920,15682,0.7
1926,19454,0.1
1927,15110,5
1928,18520,3.9
1930,4544,3.5
1931,17991,2.7
1935,14850,4.5
1937,20361,1.4
1938,17152,5
1941,13809,3.5
1942,6427,3.1
1944,673,2.6
1945,9086,2.8
1947,4676,3.7
1948,18872,5
1949,3196,3.7
1951,20222,4.6
1953,12503,2.1
1954,1623,3.6
1955,14015,5
1956,11795,3.6
1957,1868,4.5
1962,7627,1.8
1964,5650,3.6
1966,17001,5
1970,19282,2.9
1973,9819,2.2
1975,10187,4.3
1976,1416,2.3
1979,19801,1.4
1981,17262,3.6
1983,738,4.6
1984,5711,3.3
1985,14184,2.2
1988,11259,3
1990,1421,3.1
1992,18249,5
1993,197,1.2
1994,10046,0.9
1995,14485,0.8
0,19694,5
1,4944,5
2,284,3.9
3,17651,1.4
5,14654,5
7,1791,5
15,15033,3.5
16,2940,5
18,1728,4
19,5307,1.3
24,7627,5
25,2508,5
26,2527,1.7
27,2179,5
28,2082,4.7
29,6225,5
30,3822,5
38,15849,1.1
40,152,3.7
42,6007,5
43,224,0.9
44,11776,3
45,15700,2.3
48,5559,1.3
50,9656,3.8
52,7672,1.8
55,2263,3.5
56,20158,2.2
58,8222,4.7
65,8953,2.9
66,10722,2.5
74,3313,1.2
77,12828,1.5
78,10166,5
79,10419,3.1
81,19989,1.6
82,4493,3.7
83,13388,5
84,14416,2.9
85,9764,4.5
88,4448,4.9
89,1077,2.2
91,17666,2.6
92,14230,3.1
94,14182,1.6
95,5350,4.1
96,14508,4.2
109,15047,1.7
114,16545,5
116,8927,4.1
126,8961,0.7
129,12583,2.9
133,7862,1.6
134,16069,1.7
137,19683,3.8
139,3673,2.5
143,20604,5
144,5598,4.5
145,18248,3.1
147,12491,5
148,11475,3.3
149,3844,1.8
152,1449,1.8
154,2588,5
162,6451,4.2
171,20025,4
176,5812,5
179,15863,2.9
183,19399,3.6
185,5461,2.6
186,3840,2.4
187,843,2.3
194,7871,2.6
196,17408,4.7
198,17142,5
201,2861,4.8
208,14927,4.9
209,8389,2.4
210,806,5
212,5901,1.3
213,2001,4.3
214,3597,5
216,4021,1.1
217,1207,5
218,16337,1.1
220,7591,1.3
222,17949,5
224,10939,2.2
225,3111,4.3
229,4283,2.8
230,1164,1.4
231,5984,1.4
233,8550,4.3
234,19734,2.2
236,9926,5
238,14478,5
241,1647,3.6
243,148,5
244,10646,1.1
250,19039,5
258,3877,2.5
259,1844,4.4
260,12862,4.4
261,12282,2.9
262,479,5
274,1542,4.5
275,20204,3.4
276,18929,0.5
277,11561,4.9
278,17976,3.1
283,9966,3.2
285,16193,4.6
287,1483,4.9
289,15582,0.4
293,17538,3.5
296,10587,2.8
302,18406,3.3
303,1821,2.9
304,3565,0.9
307,19553,3.6
308,18164,3.3
311,20042,5
312,6774,1.4
314,3710,3.5
315,20129,0.7
316,6268,2.1
320,3578,4.6
324,2806,3.4
331,13121,3.5
334,13886,0.6
337,5335,2.5
341,339,2.7
343,17320,5
344,8685,3.2
347,14263,1.9
349,6990,4.9
353,5512,1.6
354,11136,4.2
355,12929,4.5
358,7604,1.7
359,17484,4.9
362,5188,5
365,3610,0.4
368,12824,0.5
373,15790,5
376,10808,5
377,11006,4.9
379,267,3.9
382,10949,0.5
388,8863,3
389,13919,4.9
393,4856,2.1
394,8861,0.4
401,11298,5
404,14564,4.5
405,1826,4.4
406,18015,2.5
408,4610,4.3
410,14264,4.5
411,17834,3.4
412,18837,2.6
415,15332,4.6
416,17299,2.6
421,4966,0
423,2558,3.8
425,8714,2
426,8674,0.5
427,2768,1.5
428,4065,5
433,13829,2.2
442,15982,5
443,8227,2.3
445,15711,4.2
448,9784,2.2
452,17689,0.2
454,12548,1.8
455,18947,4.9
461,5148,3.1
465,17863,2
468,5969,0
470,4576,0.9
472,7989,2.2
474,12115,4.4
478,18200,2.7
480,11789,5
483,16981,4.7
485,9747,4.4
487,13605,2.9
488,4436,4.7
490,568,3.7
491,6039,3.8
493,8478,5
495,11254,2.3
497,9944,2
503,218,4.7
504,20531,2.5
508,1414,5
514,12471,1.5
519,15404,4.1
520,14096,3.8
521,7822,5
523,594,4.6
526,18346,3.7
535,15610,1.6
536,19276,4.4
537,8015,1.8
538,14210,2.6
539,9416,2.5
549,14942,4.8
550,9230,2.6
552,6557,4.9
561,17064,4.7
562,47,2.5
564,17543,5
573,19007,5
576,4718,3.6
577,3550,5
579,4744,1
585,11835,1.4
586,3496,0.3
590,1972,1.5
595,2334,2
600,10825,5
601,18811,5
603,10273,1.6
604,18188,0
605,7821,2.9
607,16471,5
615,5200,0.2
616,15917,2.9
617,10976,1.4
618,10185,0.3
619,1988,3.9
620,20345,2.9
622,1569,3.4
623,2823,2.8
627,18758,4
632,1079,0.8
636,20820,2.4
637,5975,4.4
639,19316,4.4
640,1809,1.9
643,19737,2.2
644,11873,2.4
647,14348,1.3
651,17873,4.7
652,17428,4.2
654,10593,3.3
658,14354,2.4
663,20399,4.1
667,9225,2.7
670,18811,2.1
672,6326,2.1
675,4926,1.7
679,3634,3.3
680,16374,1.3
682,20650,1.7
684,20592,1.7
690,14717,1.4
692,4749,4.1
695,9922,5
697,8378,3.7
698,7443,3.9
700,2104,3
707,8551,4.7
709,13228,4.7
719,1220,0.9
721,3181,5
722,2582,4.7
723,6696,2.1
725,1126,4.6
726,5656,4.6
728,19168,3
729,7176,4.6
732,16307,5
734,15088,4.9
736,10547,0.2
737,6256,2.3
742,6180,5
744,13457,3.2
745,11842,2
746,18881,1.5
747,9764,3.6
754,13835,2.9
755,7195,2
756,20302,0
762,20843,4.8
764,9968,0
766,19187,1.9
772,15616,5
774,12407,5
776,15033,5
778,17907,5
779,5949,3.7
786,10332,4.1
791,3889,0.7
793,12763,2.3
795,5160,3.4
799,2480,1.8
800,677,3.6
801,3431,3.4
802,17573,3.9
803,12432,1.2
807,7734,2.1
811,11476,1.9
814,8945,5
815,16162,4.6
817,14469,4.3
825,1333,3.3
826,9437,4.4
829,14806,1.4
832,6366,3.3
838,20278,0.2
847,14435,0.3
852,9858,3.2
853,11237,3.5
854,12427,4.4
856,4736,2
861,6493,3.9
862,14566,1.7
867,1860,4.5
870,20264,4
871,20559,5
872,6058,1.4
875,17515,4.8
876,60,0.3
879,16220,5
880,15561,3.6
881,3775,3.4
882,16152,0
883,9559,0.6
884,20826,5
885,15448,3.6
888,7580,5
892,5465,3.3
896,16024,3.2
899,958,4
901,9761,5
903,7658,4.9
904,4569,2.9
907,5552,4.2
909,11994,5
914,13077,2
915,8470,3.3
916,12909,4.3
919,5835,4.2
926,9490,1.7
931,14481,3.7
935,16811,1.4
937,104,3.1
939,13772,5
946,2551,4.3
949,11442,3.7
951,365,3.1
955,13677,4.2
958,12729,2
968,4883,1.5
974,584,3.7
975,8307,0.6
978,2604,1.6
982,4825,4.4
987,5729,2.9
993,9369,3.6
994,9097,3.1
1005,9267,5
1006,8303,2.6
1009,6082,0.9
1012,19983,1.6
1014,20636,1.8
1015,8686,0
1017,3933,0.2
1019,12827,5
1022,2655,0.8
1027,6068,2.7
1028,5986,3.8
1031,1680,5
1032,18536,4.4
1035,636,5
1036,15597,0.2
1038,8857,2.6
1040,6291,1.9
1044,15002,5
1052,13993,5
1053,10275,3.8
1055,12741,4.6
1057,19931,1.2
1060,5526,5
1064,11589,1.2
1070,20549,0.9
1071,20320,3.2
1072,8127,3.4
1073,3592,0.9
1075,18109,5
1078,4330,3.2
1080,4002,0.7
1082,14687,4
1084,11175,0.8
1087,11792,1.3
1091,7092,5
1095,1267,1.5
1096,14696,3.4
1097,16311,1.2
1099,16274,5
1101,14785,3.8
1103,7993,3.4
1106,12716,0.7
1107,14679,5
1108,2103,4
1110,20465,5
1123,7656,3.3
1127,18466,4.3
1128,20604,5
1131,742,3.1
1134,14039,3.5
1135,17058,2.8
1136,20108,3.2
1137,1384,2.3
1139,17567,2.8
1143,8633,3.7
1144,5061,3.3
1145,8325,2.8
1146,3346,3.2
1159,1975,4.4
1162,505,3.5
1168,14711,0.5
1169,2646,4.6
1171,7682,4.4
1172,7006,2.1
1175,11849,2.1
1178,6078,5
1179,17179,4.5
1187,11425,2.4
1188,8028,3.6
1189,16940,2.6
1191,3896,2.2
1197,7546,5
1202,523,5
1203,6482,1.1
1205,2266,4.7
1207,17717,2.6
1208,1406,2.2
1213,11793,3.2
1218,6215,4.1
1221,9465,4
1222,8975,2.1
1225,17958,1.4
1226,10286,1.4
1238,16364,4.6
1242,223,1.4
1243,8751,4.8
1247,15960,1.7
1248,1853,5
1251,3240,3.4
1254,15526,0.6
1256,16626,4.2
1259,15586,3
1260,8178,1.2
1262,1031,4.1
1264,15860,1.6
1266,11829,3.9
1268,18683,4.3
1269,19452,1.8
1270,7310,4.9
1272,10356,2.6
1273,5764,5
1274,14376,3
1275,16036,5
1277,2006,2.8
1279,8692,3.2
1280,7675,3.1
1283,3484,2
1285,3466,2.5
1287,5744,3.9
1288,1704,2.2
1290,11555,1.2
1294,1104,4.3
1299,7645,1.9
1301,4369,5
1307,55,1.8
1308,7096,4.3
1309,20485,3.1
1311,8666,3.5
1312,16058,4.5
1313,4206,4.4
1319,20695,4.7
1320,10051,0.8
1321,8325,1.9
1324,9492,0.9
1327,2793,4.5
1330,17173,2.6
1332,9945,5
1336,7594,3.8
1337,4191,4.2
1338,17565,4.3
1339,5957,2.1
1343,3167,4.6
1344,8403,1.7
1348,64,3.3
1355,13701,3.9
1356,14091,0.9
1357,20431,2.3
1358,8782,2.1
1359,5445,4.7
1361,15852,1.7
1364,13823,5
1369,12077,1.9
1370,19673,3.7
1375,17113,3.4
1376,1204,1.5
1378,13035,4.9
1379,2540,5
1380,19074,4
1381,15574,2.4
1385,5333,2.4
1389,9488,1.6
1395,8288,0.8
1399,2801,2.3
1400,4503,3.7
1410,20590,2.2
1411,14052,0.5
1414,17935,5
1415,7326,0.5
1419,14594,2.9
1421,11811,1.2
1422,2214,3.6
1425,177,3.4
1426,18716,2.4
1432,11223,5
1435,6125,2.8
1436,11472,3.9
1438,17496,4.1
1439,4950,0
1441,2304,3.2
1442,19690,4.5
1443,6545,5
1444,20139,0.1
1445,18483,5
1446,3074,2.1
1447,3834,2.9
1455,20423,4.4
1460,17965,4.8
1463,5065,0
1472,15232,2.9
1476,3227,4.2
1478,16112,4.6
1479,18317,2.1
1482,20060,2.2
1484,8450,2.9
1485,8918,1.1
1490,18315,2.7
1491,16125,3
1493,7235,1.2
1496,5063,3.8
1499,17412,5
1501,3417,2.9
1504,1309,2.8
1506,6617,5
1508,15792,4.5
1510,884,3.4
1513,15861,0.2
1514,7486,2.3
1515,18401,4.3
1516,2562,3.9
1518,8852,3.5
1519,12300,4.7
1521,3547,1.2
1523,6193,5
1524,6784,0.9
1533,14786,4.7
1537,5249,3.7
1538,94,4
1544,15129,0.7
1545,6402,0
1548,11246,3.2
1550,13831,3.7
1551,9485,3.7
1558,7052,3.4
1560,15011,5
1563,12745,1.3
1566,15544,3.6
1567,13968,1.6
1571,16237,4.1
1572,9882,4.2
1573,13600,4.5
1580,17895,0.9
1582,9983,3.8
1587,8921,4.7
1590,4160,4.9
1591,1861,2.8
1592,1260,5
1600,5309,1
1601,18157,1.9
1603,16789,3.9
1605,15806,4.4
1606,11111,3.1
1610,18454,1.1
1612,14797,5
1615,13473,3.9
1620,5299,2.7
1625,2749,5
1626,1959,2.1
1631,15985,1.9
1632,19430,4.1
1633,5775,0
1639,9350,5
1640,16452,1.4
1641,19028,2.6
1644,825,3.7
1647,2029,3.9
1661,1122,3.8
1667,17290,3.9
1670,4970,5
1672,18587,5
1679,11582,0.8
1683,6520,4.5
1684,5453,5
1685,10849,5
1690,12628,1.6
1691,3958,3
1696,16065,5
1702,5138,4.7
1707,1649,3.1
1708,11505,3.5
1714,19516,0
1715,6610,1.5
1716,18279,1.2
1717,6619,0.7
1720,5131,5
1726,18179,0.9
1728,16359,3.1
1731,11343,2.2
1733,10710,3
1734,18447,4.2
1735,2301,1
1742,4287,1.4
1748,11107,2
1757,7693,4.2
1763,490,1.5
1765,14262,3.3
1772,8128,4.3
1774,8683,4.4
1778,6902,3.7
1781,12031,2.6
1782,10644,5
1785,6992,2.9
1786,15200,4.6
1790,14775,3.8
1791,19409,4.4
1793,18212,2.1
1794,15553,1.8
1797,7792,3.5
1798,379,5
1800,10824,4.2
1802,7080,4.3
1803,12618,1.5
1806,1499,1.1
1809,8704,4.7
1810,132,2.6
1815,9668,3.3
1816,4921,4.2
1819,3717,3.1
1821,8686,2.1
1823,3188,4.1
1829,16333,2.9
1835,1794,5
1836,14766,2.4
1837,4372,1.5
1839,19557,3.1
1840,3323,4.4
1842,17160,2.9
1844,6355,4.1
1847,643,2.4
1851,3592,3.1
1853,7130,1.9
1854,16291,2.1
1855,652,2.8
1858,8780,1.1
1861,667,4.8
1863,20028,2.2
1869,1558,3
1870,15460,5
1871,9283,0.6
1872,4375,2.7
1876,3188,0.6
1877,13068,2.7
1879,11591,5
1880,1935,5
1882,12864,4.2
1885,3297,4.4
1888,15177,5
1889,592,3.8
1894,6406,2.9
1895,1307,1.5
1897,8706,3
1901,19391,1.4
1903,16381,0
1909,16452,0.9
1910,8494,2
1912,10437,1
1913,13060,0.9
1914,17659,4.7
1920,19326,3.3
1922,17096,4.8
1927,17784,5
1937,4104,3.7
1940,5709,4.6
1942,16085,2.1
1943,16307,5
1944,2217,0.7
1945,5045,4
1948,4962,5
1949,15246,4.7
1953,19298,4
1954,11885,1.2
1955,20576,1.3
1958,10901,4.1
1962,11179,2.2
1963,15542,5
1970,4023,3.7
1973,10151,3.6
1975,6731,0.6
1978,5345,0.3
1979,16559,3.9
1980,10001,5
1982,8320,4.4
1984,18138,4.1
1987,4684,5
1988,3093,1.1
1990,2212,4.2
1991,6508,2.7
1994,292,5
2,14442,3.4
3,18290,4.8
6,1840,4.5
7,1423,4
18,10180,5
19,10736,0.3
21,1347,1.3
24,8651,3.8
26,15553,1.2
27,9872,5
30,6952,2
43,17590,2.5
45,17242,5
46,16699,2.9
53,15983,2.3
54,11416,5
59,8179,3.7
60,3590,1.5
70,5433,3.1
77,7582,1.2
79,16280,1.8
81,8881,4.5
83,8222,5
84,11240,4.8
88,930,4.9
89,13538,4.1
90,12646,4.1
96,12788,4.5
97,175,0.1
103,14353,5
109,17922,2.5
112,528,5
116,985,0.9
120,17955,2.7
124,19698,5
125,5343,3.1
126,9885,5
131,16676,0.9
133,17052,0.8
